Position,Job_Details
"
              Credit & Collection Process Expert","Reference No: WD-0002043

What's the role?

Will responsible for Credit and collection management work, and process improvement and project support. Define and implement clear and efficient credit & collection policy and integrate the credit & collection processes Operate Credit & Collection local internal controls and compliance checks. Performance management of monthly DSO and G1/G2 provision, also include fleet management, on Track etc. business services Lead and execute system testing S4 HANA, and strong cooperation with other department to implement new process and project

Who is Hilti?

If you’re new to the industry, you might not have heard of us. We provide leading-edge tools, technologies, software and services for the global construction sector. We have a proud heritage, built over 75 years, and a worldwide reputation for pioneering products and exceptional service. With some 30,000 people in more than 120 countries, which we’re looking to expand, we’re a great place for you to show us your worth, step up to new challenges and grow your career.

What does the role involve?

Experienced in one function (i.e. C&C, Tax, Liquitidity, fixed assets) or supporting role in overall process (i.e. month end closing) As Credit & Collection Process Expert, supports CCD Manager and team members. Reporting Line : CCD Manager

We’re proud to be best employers in Korea in 2016!

What do we offer?

The successful candidate will work closely with Finance CCD team and support other finance team in month end closing. True people development culture Best teamwork!

Why should you apply?

We have an excellent mix of people, which we believe makes for a more vibrant, more innovative, more productive team. So, if you've never worked in construction, that's fine with us. Success at Hilti is down to teamwork and ability, regardless of your background.

What You Need Is

Non negotiable criteria Around 3~7 years of finance experience gained in well-known Korean company Full working knowledge of MS Office, SAP Demonstrate good organisational skills Excellent verbal and written communication skills, in Korean and English Ability to influence others including those in other work areas to adopt best practice Knowledge of Credit & Control Functional Expertise Educational achievement at degree level or equivalent, ideally in a finance or business-related area Numerate and accurate Full working knowledge of MS Office & SAP Good written and verbal communication skills. Good presentation skills. Effective interpersonal and communication skills across all levels and functions of the organisation Process expertise Project management Understanding the Business Is able to fit his/her contribution into the overall strategy and priorities of the shared service, C&C and the company. Is enthusiastic to pro-actively learn processes in cross-functional areas e.g. Logistics, AMS, Marketing Understanding and defining what needs to be done Pro-active approach to process improvement – making independent suggestions for improvement and taking a lead role in ensuring these changes are documented, communicated and implemented in line with agreed timescales. Getting things done Ability to influence others Attention to detail Prepared to adopt best practice Working with others Effective interpersonal and communication skills across all levels and functions of the organisation Team player Positive attitude Developing yourself and others Seeks out opportunities to learn and develop Potential to develop into other shared service roles Seeks feedback from colleagues and line manager Potential to develop into team leader role for next steps What do we not need Weaknesses in communication skills Someone who needs constant reminders to complete tasks

“There’s a real family spirit and you can literally knock on any director’s door at any time. Also your line manager will work very hard to help you develop your skills, both professionally and personally.”
 Amer, Key Projects Manager

 

 

          직급
        

          과장·부장
        




          업계
        


              건설
            

              기계·산업공학
            

              토목 공학
            




        고용형태
      

        풀타임
      





          직종
        


              금융
            

              회계·감사"
"
              Social Media Manager (Digital) - Seoul","Develop overall organic social media strategy, audience growth plan, content calendar, and measurement/KPI framework with global and local social channels such as Instagram, Facebook, YouTube, Naver Blog, Naver Café, Kakao Channel, etc.


Collaborate across functional areas - especially with Growth/Performance Marketing, Community, and Customer Experience 


Track performance and results of campaigns and initiatives to ensure performance and client goals are being met 


Manage day-to-day activity across these platforms, from concept to execution 


Implement on-the-fly content capture and copy writing, across multiple channels. 


Lead community management for a brand's social channels, and have the ability to own the brand's voice and drive conversation with followers 


Identify, evaluate, brief, and manage individual creative, brand, publisher, and media partners for specific social content initiatives 


Use first-, second-, and third-party data to surface and prioritize social content needs and grow our audience 


Identify unique and interesting opportunities for storytelling and how to capture it for thumb-stopping content 


Requirements:

3+ years or more in digital marketing and/or social media related position at an ecommerce, media, or related company, specifically handling a brand's handle across social and digital platforms.


Expected to have mastery of the native features and functions. 


Strong organizational and time management skills, plus self-starter, problem solver mentality. 


Exceptional aesthetic, and verbal and written communication skills (specifically consumer facing copy for digital channels). 


Direct experience in the following media types: Twitter, Instagram, Facebook, Naver Blog or Naver Café, Kakao Channel 


Knowledge of social media analytics, tracking and publishing/analytic tools 


Digital native who can translate analytics and best practices into effective social campaigns that resonate with target audiences 


Ability to identify and track relevant community KPIs (what's trending, social-first concepts) and work with performance team or consultancy team to pull insights from social behaviours and data 


A self-starter with a hands-on approach who can prioritize effectively and juggle multiple projects with ease while meeting deadlines 


Strategic and creative mindset, understanding the desired ROI and being able to maximize resources to drive the highest impact 


Experience working with influencers and executing brand partnerships. 


Paid Social experience desired 


Working knowledge of excel for data mining/management, platform budgeting and planning 


Enjoy working in a fast-paced and collaborative environment 


Most importantly, eager to learn, adaptable, and have a strong interest in the advertising/media industry"
"
              Digital Marketing Specialist, Pangyo, South Korea","Would you like to put your marketing skills to the test in a market-leading robotics company? And are you also eager to throw yourself at new digital technological trends and possibilities? Then you might just have stumbled upon your next career move.

A team of marketing experts

You will join our Global Marketing team. We are a team of experts covering Digital, PR, campaign management, events and much more – so you will have ample opportunity to learn from other specialists as well as showcase everything you know about digital marketing. We want to empower each other and be at the forefront of technology, so you will have great freedom to run with your ideas as well as influence our digital strategy.

Role

This role report to our Country Manager, South Korea and will include the following activities

On a typical day, you will both maintain, develop and execute digital marketing initiatives. And while we are open to your ideas and where they might take us, we do expect you to contribute to expanding our social media following and engagement, drive audiences toward our content and contribute to lead generation and conversion targets.
 Set up and implement digital lead generation campaigns Collaborate with marketing and sales stakeholders to optimize ROI and accomplish set KPI’s for all digital lead generation activities Drive local digital initiatives e.g. SoMe, nurture campaigns and paid campaigns Maintain, update and further develop our corporate website so we continue to hold the digital industry pole position.  Finetune and optimize SEO initiatives in local languages Analyze analytics data, and optimize accordingly Provide 20-30% sales support when required 

A Doer With Hands-on Experience

You bring at least a couple of years of experience within digital marketing. You are not afraid of getting your hands dirty, being able to executive and initiating action independently. What is more, you prioritize getting things done.

As you will work with the following tool stack, is it an advantage if you are familiar with:
 HubSpot or other marking automation tools Email Marketing Umbraco or another CMS Google Analytics Facebook ads LinkedIn ads Twitter ads Ahrefs 

About Us

We offer an exciting job with great professional challenges and the opportunity for you to influence your own progression. We emphasize an informal and open work environment where you will have plenty of opportunities to influence and be part of making a difference.

Application Deadline

As soon as possible

Deadline

As soon as possible

If you have
any questions

Please Contact

HR Service

Tel. +4589938989"
"
              Commercial Finance Manager","Responsibility Level
The role will be responsible for the financial reporting of the assigned sales channels for current production and targeted new business.He/she will support the Directors / Managers of the channels.He/she will direct the activity with the customers and be responsible for all major quoting activities. He/she will review business case sand CAR's for the existing and targeted business.He/she will be responsible for the Hyperion reports and for all related BOS activities.He/she will be responsible for the Plan/Forecast of commercial margin.He/she will be the key role of the bridge to FP&A Team.He/she will be responsible for driving continuous improvement on commercial finance process.

Typical Duties
Collects relevant data to develop Targeted Business Plan which assess Return on Investment to support product and strategic planning.Collects relevant data to develop the Business Plan and necessary financial business case simulations to support commercial answering customer Request For Quotation (RFQ)Identifies financial risks and opportunities through reviewing and challenging input data.Develop Quotations which will be submitted to our CustomersWork with a complex bill of material to understand and cost a productWork with a variety of manufacturing processes and related costsDevelop competitive pricing strategiesDevelop proformas for new manufacturing facilitiesAttend project team meetingsFollow-up on open financial issues until they are resolvedPerform monthly financial updates for top managementExplain product costs to our Customer's Financial AnalystsNegotiate pricingSet cost targets for suppliersAccomplish key financial measuresInitiate product cost reduction effortsMonth-end close and financial segment review analysisExecute strategy of the channel sales or business segment to which they are alignedCapital Appropriation Request preparation and submissionOverall income statement responsibility for their segmentDirect involvement in spending and recoveries for all applicable areas

Requirements
Four year college degree in Business or Finance; highly desiredA Technical education, such as, Engineering or Program Management, will also be consideredMinimum of 6 years experience related to financial management or project management in a manufacturing environmentOEM related finance working experienceProven excellence in financial skillsAutomotive experience is a plusAbility to work well in team environment and to perform under pressure/tight deadlines.Understanding of financial systems (Hyperion and Matrix) and processes (order to cash, billing)Fundamentals of operations and product costingExperience in SAP, Oracle, MFG/Pro, HyperionFluency in English and Korean is highly desirableHighly motivated, self-starter, confident, able to work with limited supervision.Excellent organizational and administrative skillsShould be highly analytical, meticulous and demonstrate strong leadership and interpersonal skillsProficient in Microsoft Excel, Word and PowerPointTeam Spirit

About Clarios

Clarios is a world leader in advanced energy storage solutions. We partner with our customers to meet increasing market demand for smarter applications, on a global scale. Our 16,000 employees develop, manufacture and distribute a portfolio of evolving battery technologies for virtually every type of vehicle. Technologies that deliver uniquely sustainable, next-generation performance, and bring reliability, safety and comfort to everyday lives. We add value at every link in the supply chain, contributing to the progress of the communities we serve and the planet we all share. As a 2020 signatory of the United Nations Global Compact, Clarios is committed to aligning our strategies and operations with universal principles focused on human rights, labor, environment and anti-corruption. Clarios is a subsidiary of Brookfield Business Partners, a business services and industrials company focused on owning and operating high-quality businesses that benefit from barriers to entry and/or low production costs.

To all recruitment agencies: Clarios does not accept unsolicited agency resumes/CVs. Please do not forward resumes/CVs to our careers email addresses, Clarios employees or any other company location. Clarios is not responsible for any fees related to unsolicited resumes/CVs.

Clarios, LLC is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law. For more information, please view EEO is the Law, EEO is the Law (supplement), and Pay Transparency Non-discrimination. If you are an individual with a disability and you require an accommodation during the application process, please email Special.Accommodations@Clarios.com."
"
              Descente Footwear Design Team Manager","Looking for a a design team leader / director who will be leading the Descente footwear design team
To Bring the Enjoyment of Sports to All
Descente is determined to improve the competitiveness of its products and to become a global leader in high performance athletic footwear.  We are looking for a design team leader / director who will be leading the footwear design team for seasonal inspiration & creative direction, color, and material based on consumer insights working closely with the footwear managing director.Working closely with development and product marketing to set long-term design strategies and planning to achieve goals.


Key responsibilities· Develop the seasonal direction in footwear design based on market trends and consumer insghts· Deliver design strategy by categories, SILO and price points· Drive and steer concept exploration and ideation process· Manage / lead a team positively toward objectives· Inspire and motivate team to think and create “outside the box”· Deliver comprehensive seasonal product designs as it relates to the Descente brand and it’s strong history and heritage of athletic performance and innovation· Professional oral presentation to deliver seasonal strategies and new concepts with energy and clarity· Create professional presentation tools such as initial sketches to detailed 2D and 3D rendering to final digital presentation· Mentor and grow design team members· Being a strong and efficient communicator to cross-functional teams



Qualifications· Hold a bachelor degree in footwear product design / industrial design· Minimum of 8 years of experience in athletic performance footwear design· Minimum of 3 years of design management including team leadership· Advanced visual communication skills (Sketching, Rendering, Technical Drawing)· Demonstrated ability to collaborate with people across different disciplines and ethnical back grounds· Strong passion for sports· Proven ability at juggling multiple priorities, manage expectations and deliver results in a timely manner"
"
              Business Solution Assistant Manager","ResMed Korea is poised to be one of the leading markets for us in Asia. This is in part due to the increasing reimbursement support for respiratory diseases and sleep disorder breath (SDB), and our growing commercial footprint in the Korea market. In particular, ResMed Korea has succeeded in differentiating itself from all the competitors through reinforced support in the clinical application. As the demand for better understanding and use of advanced therapy mode and technologies grows faster, so does the need for clinical training and business development support. This Business Solution Assistant Manager position operates within Emerging Asia (EA) Business Operation division and reports directly to the Manager in Korea. This position is based out of the HB Healthcare office in Seoul. Responsibilities and Accountabilities Develop, migrate, launch and operate ERP, CRM, SFE system and any business operation systems for ResMed Korea, collaborate with ResMed Global, Emerging Asia, cross-functional teams such as IT department, operational excellence and other internal, external related stakeholdersOperate & manage ResMed connected care solutions (AirView, myAir, myNight etc.) which are cloud-based systems for managing patients with sleep-disordered breathing and respiratory insufficiencyOperate & manage customer and patient call center solution for respiratory disease and sleep disorder breath marketOperate & manage NHIS (National Health Insurance Service) reimbursement billing and claim process and system Develop & manage SOP and WI (Work Instruction)Drive Operational Excellence through digital transformation, process optimization, standardization, and automationAdhere to company policies, standards, and quality systems regarding the end to end processes, operations, and problem escalationParticipate in special projects for ResMed Korea business application and system used by ResMed’s customer and internal stakeholdersLiaise and work closely with Business Operations Manager to ensure goals and any required changes are metOther administration and clerical duties as directed by Business Operations Manager Position-Specific Skills and ChallengesStrong ability to operate and manage cloud-bases customer & patient management systemStrong ability to develop, migrate, launch and operate ERP, CRM, SFE systemGood understanding of NHIS reimbursement system and billing, claim processExperience to build and operate customer or patient call centerProven project planning, presentation, and data analytic skillsExperience in a collaborative team environment, sharing workload and responsibilities.Professional experience and knowledge of computer networking, computer operations, and troubleshootingEffective communications skills – both verbal and written in Korean and English Let's talk about qualification and experienceBachelor degree in Business, Sciences, Biology, Medical devices, and Computer Science or related education or technical certification programs or equivalent work experience At least 6 years of ERP, CRM, SFE system operational experience in a medical device, medical technology, or pharmaceutical industryAt least 6 years of projects leading and managing experience for operation systems and new business models in a multinational environmentHealthcare informatics and big data management experience and knowledge (HIRA)Understanding of Korea national reimbursement system and the process will be preferredProject Management Professional(PMP) certificate will be preferredLean Six Sigma certificate – Green belt or Black belt will be preferred"
"
              Marketing Lead",Responsible for Product Strategy Development & Deployment for Professional business.Responsible for Portfolio expansion with effective Value-added Propositions for all Brands within Professional Business products Portfolio.Accelerated growth at sustained & increasing profitability levels for all portfolios.
"
              Channel/Partner Marketing Specialist - Korea Country Marketing","Job Description

In this role the successful candidate will develop and implement marketing strategies to optimize distribution channels or in country routes to market. Responsible for developing country-specific marketing strategies and local activation of marketing programs with partners. Works in tandem with Country Marketing campaign managers to identify opportunities to align partners to direct campaigns or demand gen opportunities to amplify their campaigns. Works in tandem with Account Teams to design and manage large scale marketing programs. Provides leadership in the planning, designing, and implementing of marketing programs aligned to strategic objectives. Identifies and amplifies regional marquee workload proof-points. Leads coordination of demand generation strategies, including the design, production, and activation of integrated campaigns. Supports strategy, planning and activation of competitive and partner activities at high-priority marketing events. Tracks and reports performance of co-marketing campaign activities This job requires strong organizational, negotiation, collaboration and reporting skills, with the ability to work in a fast-paced, highly matrixed environment. The candidate will work closely with the field sales team and may be called upon to do market analysis, monitor competitive activity, and identify customer needs.

Qualifications

A successful candidate requires the following skill-sets: Self-starter Strong team work with great collaboration skills Quick and innovative thinking Analytical skills Excellent communication & influencing skills Great attention to detail and the ability to work across teams Minimum Qualifications: 5+ years of relevant experience in Sales & Marketing with a Bachelor's degree in Marketing or related field and an MBA. Demonstrable experience in managing B2B marketing campaigns, working with partners. Prior Data Center Co-marketing Fund (DCF) experience highly desirable. Strong digital marketing skills and Data Center business acumen. Languages:fluent inKorean and English
Inside this Business Group

Intel's Sales and Marketing (SMG) organization works with global customers and partners to solve critical business problems with Intel based technology solutions. SMG works across business units to amplify the customers voice and deliver solutions that accelerate their business. Our teams work across the entire sales cycle, pushing ingredient products to our ""billings"" customers while also pulling end solutions through to ""consumption"". We work across numerous industries, including retail, enterprise and government, cloud services and healthcare as examples. The operations team focuses on forecasting, driving alignment with factory production and delivering efficiency tools and our marketing capability drives demand and localized marketing in locations around the globe. Our sales force navigates a complex partner and customer ecosystem while shaping product roadmaps, driving value for our customers, and collaborating to harness emerging technology trends to deliver comprehensive solutions.
 

 

          직급
        

          대리
        




          업계
        


              전기전자
            

              IT
            

              컴퓨터 소프트웨어
            




        고용형태
      

        풀타임
      





          직종
        


              영업
            

              사업개발"
"
              Server Engineer","[You will]· Design and develop various logic for BackTest/Live ordering systems· Excellent programming skills in more than one language(Python or JAVA)· Developing various trading/analytical libraries and tools on trading platforms from  system planning, development and distribution · Accelerate strategy based on fast problem resolution and analytics · Good communication skills for collaboration with Quant researcher and Quant developer, etc   [You will be fit for this role if you] · Proficient in using Python or JAVA· Well-experienced in developing tools and libraries· Passionate about debugging and solving various problems· Good at developing distributed computing, network, memory management or more
[Other skills we value if you]· Have a high understanding of trading strategy and financial engineering · Have ability to develop and solve outstanding algorithms problems· Have ability to develop simple web(charts and operational tools)"
"
              Recruitment Intern","About Us

DESCRIPTION

At Amazon we recruit inspirational talent who innovate with our customers and enable them to grow. Our people are our asset and our Talent Acquisition team works hand in hand with our business to identify, attract and hire “bar-raising” talent.

Our Recruiting Interns work within the Talent Acquisition team in a fast-paced recruiting organization. As as intern you will be exposed to all elements of internal recruitment strategy and execution, working with Recruiters and Sourcers to ensure hiring teams are supported in efficiently working with candidates and business teams to provide an exceptional hiring experience for all involved.

About The Internship

Whatever your background, if you love learning what it takes to hire and develop the best, enjoy building plans to attract, retain, develop, and support growing teams, and effectively communicate across diverse teams in multiple countries, Amazon is a great place to be.

Amazon is looking for ambitious and enthusiastic students to join our fast paced world as interns. An internship here will provide you with an unforgettable experience in a fast-paced, dynamic and international environment; it will boost your resume and will provide a superb introduction to the professional world.

This Could Include

You will put your skills to the test and roll up your sleeves while working with the team to learn about recruitment, while delivering projects and proposals to contribute to the team’s success (and ultimately our customers').
 Helping develop strategies to attract potential new Amazonians to learn about opportunities within Amazon. Learning how to proactively source candidates for exciting positions across a variety of regions. Support with planning and logistics for events, such as recruitment events, leadership trainings, and more. Developing your skills in candidate screening and assessment, learning how to test for candidate fit for a variety of positions. Assist in streamlining the application processes from external channels (events, job boards, etc). Proposing new ways to delight candidates.

Basic Qualifications

This opportunity is for CURRENT UNIVERSITY STUDENTS only
 You are currently working towards a 2+ years university degree in HR, economics, social sciences, humanities, or a related field, and have not yet graduated. You have the right to work indefinitely in the country to which you are applying. You have excellent written and verbal communication skills. You are be results-driven with analytical capability and the ability to innovate and simplify current process and practices. You should have strong decision making skills and use sound reasoning to communicate. Evidence of leadership skills, working effectively with a team – perhaps you are president of a sporting or social club at university or took the lead in charity work or a group project. The personal drive and enthusiasm that makes you stand out from the crowd!
Preferred Qualifications
 Technical major preferred Ability to work successfully in an ambiguous environment, to meet tight deadlines and prioritize workload even when faced with conflicting priorities. Previous work experience – a summer job, internship or full- time role; if it’s in a people- or customer-facing environment, even better.
** For more information on Amazon Web Services, please visit AMAZON Web Services**


Company - Amazon Web Services Korea LLC
Job ID: A1305800"
"
              Sr. IT Analyst","Sr. IT Analyst

Job Description

Principal responsibilty

Key customers include eCommerce business, sales, and marketing teams, Research, and Engineering teams. Effective performance in this role will be required
 Accomplishes results by communicating project expectations, planning, monitoring, and appraising job results, coaching, counseling, and initiating, coordinating, and enforcing systems, policies, and procedures. Maintains the organization's effectiveness and efficiency by defining, delivering, and supporting strategic plans for implementing technologies. Directs technological research by studying organization goals, strategies, practices, and projects. Completes projects by coordinating resources and timetables with user departments Verifies application results by conducting system audits of technologies implemented. Preserves assets by implementing disaster recovery and back-up procedures and information security and control structures. Recommends technology strategies, policies, and procedures by evaluating organization outcomes, identifying problems, evaluating trends, anticipating requirements. Accomplishes objectives by forecasting requirements; preparing an annual budget, scheduling expenditures, analyzing variances; initiating corrective action.
Key customers include eCommerce business, sales, and marketing teams, Research, and Engineering teams. Effective performance in this role will be required
 Accomplishes results by communicating project expectations, planning, monitoring, and appraising job results, coaching, counseling, and initiating, coordinating, and enforcing systems, policies, and procedures. Maintains the organization's effectiveness and efficiency by defining, delivering, and supporting strategic plans for implementing technologies. Directs technological research by studying organization goals, strategies, practices, and projects. Completes projects by coordinating resources and timetables with user departments Verifies application results by conducting system audits of technologies implemented. Preserves assets by implementing disaster recovery and back-up procedures and information security and control structures. Recommends technology strategies, policies, and procedures by evaluating organization outcomes, identifying problems, evaluating trends, anticipating requirements. Accomplishes objectives by forecasting requirements; preparing an annual budget, scheduling expenditures, analyzing variances; initiating corrective action.
Qualification and Experience
Preferred experience: Minimum 13 years of related experienceProgramming /Project management skills (Product management experience is a plus)Data Analysis and membership service savvy.Proven analytical thinking, ability to convert strategy to product and operational capabilities, continuous improvement capability, sensitivity to details, and exceptional organizational skills.Excellent business writing and communication skills to peers and senior leadership teams.Organized, detail-oriented, self-starter, and a quick learner.Excellent people skills to guarantee cross-functional alignments and process implementations.
Skill
Technical Understanding, Analyzing Information, Informing Others, Problem Solving, Developing Budgets, Coordination, Strategic Planning, Quality Management
Global VISA and Relocation Specifications:

Primary Location
Korea – Seoul

Additional Locations

Worker Type
Employee

Worker Sub-Type
Fixed Term (Fixed Term)

Time Type
Full time"
"
              Technical Manager","Air Liquide ​Solutions Korea was incorporated in January 22nd, 2014 to serve specifically the Electronics Industries (Semiconductor, Flat Panel Displays, Photovoltaics and LED) with the ambition to be the industry reference in Safety, Quality, Supply reliability, Agility and Innovations. 

Since its incorporation, Air Liquide ​Solutions Korea ​provides​ the major Korean Electronics manufacturers with Helium and a large range of rare gases (Xenon, Krypton, Neon), electronics specialty materials, next generation enScribeTM etching materials and advanced materials. Air Liquide designs, manufactures and supplies the materials used in the state-of-the-art technologies that we see all around us: flat screen displays, computers, mobile phones, digital cameras,etc.


[ Mission ]

To manage ALSK technical project and operations on any technical topics upon requests and business needs and deliver the expected performances timely for operation excellence and efficiency in line with group policy and IMS
This position needs to identify and improve bottle neck point in process and provide operations with technical and practical solutions and improvement in timely manner.


 
[ Responsibilities ]

 
1. New project lead in EMCK
* Monitor new project/expansion progress and follow up with proactive method & attitude
* Resolve pending issues and troubles, and provide the most practical solution reflecting owners' requirement
* Provide the best and optimum solution and investment cost accurately
* Meet project budget, quality and delivery
* Keep local compliance and regulation
* Prepares RFQ or ITB for contract bids and make an technical evaluation

2. Provide deep and sound technical advice and solution in EMCK operation process
* Lead RCA of industrial operation trouble and incident, provide their solutions
* Manage and resolve technical & pending issues with optimized way (Business Contingency Plan inclusive.)
* Debottlenecking to improve productivity in EMCK

3. HSE & IMS management
* Carry out HSE activities at the work place according to IRC and AL Safety policies
* Group document (GE, GT, IN) compliance & update related SOP
* Respond to the operational issue from IMS/Quality Audit and develop action plans accordingly

4. Support maintenance strategy at national level for EMCK to maintain the highest level of reliability and availability
* Support maintenance functions to develop strategic maintenance plan
* Provide technical advice to optimize maintenance cost

[ Requirements ]

Education Level: BachelorDiscipline/Major: Chemical EngineeringSpecific Training or Certification: Engineer Gas certification, Dangerous goods industrial engineer certification are preferable(가스기사, 위험물산업기사 등)Years of working experience: More than 7 yearsLanguage Skill: Fluent in English  

[ Additional information ]

We are looking for who experienced: 

Proven project management experience (over 7 years) in the area of chemical and gas industriesSolid technical background in operationsFamiliarity with quality and HSE standardsOutstanding communication and negotiation skillsExcellent organizational and time-management skillsA team player with leadership abilitiesGood knowledge of Google office"
"
              Medical Affairs Manager","Job Title:Medical Affairs Manager

Job Description:
 The Medical Manager Country is responsible for the medical communication to key opinion leader and customers, thus leveraging the spread of knowledge and reputation of Ferring and its products, which lays the foundation of business achievements for the assigned therapuetic areas/products. The position is also responsible for steering the strategic medical business focus.
 high quality medical and scientific support/communication to internal and external customers (e.g. ad-Boards, training courses/workshops).
 Supervises, develops and manages Phase IV studies and IIS and ensures that proposals are aligned with medical objectives within Ferring locally and globally. This includes the whole process according to SOP's. Ensures project needs are in line with commercial objectives.
 Provides high quality medical and scientific support/communications to internal and external customers (e.g. advisory board meetings, regional training courses/workshops together with KOL/ROL, support of speakers with presentations and literature research).
 Maintains high level of scientific and technical expertise in assigned therapeutic areas. Develops and increases knowledge of medical literature. Prepares and presents critical reviews of scientific publications and congresses, internally and externally.
 Strategically plans medical activities in alignment with marketing strategy.
 Answers product-specific FAQ's from medical and pharmaceutical customers as needed.
 Supports Marketing, Sales and Market Access in medical questions as needed.


 - University Degree (Natural sciences or medical)/ preferably PhD or MD - Broad knowledge of general medicine - Multi-year professional experience in pharmaceutical industry - Relevant publication list - Fluent knowledge of the English language - Knowledge in planning and execution of scientific studies - Experience in relevant therapeutic areas - Excellent writing and oral communications skills (including presentations) - Strong networking skills (includes internal teams) - GCP and multi year professional experience in clinical study monitoring/initiation - Strong leadership skills - Experience in NDI calculation


Location:Ferring Korea"
"
              Partnership Manager-TikTok/Seoul","Job ResponsibilitiesBusiness ManagementBuild partnership with key clients OR leading agencies.Design the sales plan and strategy to explore business opportunities.Manage agency business partnership, including commercial terms, engagement model and innovation programs.Drive the revenue from clients and achieve the sales target.
Campaign Planning and ManagementFacilitate client’s/agency's ad campaigns from start to finish.Facilitate internal account operations including accounts set up etc. Plan and build compelling storylines and data-driven presentations that are customized to client's business and problems.
Cross functional collaboration Work with co-working sales team, on client services and win the budget.Work with sales marketing team, on B2B marketing activities for different industries.Work with product team, on feedback and suggestions of ad solutions, systems and tools.Work with all other cross-functional teams to improve the efficiency and build long term growth.
Job RequirementsBA/BS degree or above.4-10 years of overall working experiences, 2-8 years of digital marketing experiences, 4+ years of digital media sales related experiences.Experiences in working with cross-functional teams.Strong understanding about Korean key advertising industries ecosystem and developing trends.Strong network in Korean key advertising industries, with solid experiences of working with B level managers of clients. Excellent verbal and written English and Korean communication skills.Self-starter, fast learner with a can-do spirit.Ability to travel domestically and internationally as needed."
"
              Volunteer: Art and Technology Project in Argentina","Location:Buenos Aires, Argentina

Duration: Minimum 4 weeks

Start Dates: Project is on-going, and you can join at any time, depending upon availability. Placements start each Monday

Cost: from $1,150 USD for 4 weeks

Fee includes: airport pickup, orientation and all project related activities

Does not Include:food, accommodation, flights, travel insurance, visas and vaccinations.

Please note: This opportunity is designed to give you the contacts and experience to help further your career. You are not replacing any member of staff, but helping alongside them, whilst learning new skills.

Benefits
 Get involved in the design +amp; promotion of campaigns Actively participating in strategy designs Experience a new rich and diverse culture in Argentina Mapping art +amp; technology network in Argentina 
Are you a visual artist, graphic designer, web developer, writer, musician, journalist, dancer, researcher, engineer or just interested in art, culture and their relationship with technology? The entirety of the program will give you the opportunity to put the skills youve been learning into practice, as well as introduce you to team-building and problem-solving skills.""

Our established internship program encourages a series of initiatives and projects to foster impactful and sustainable social development of the population through technology. These sectors include digital rights, access to information, sustainable development, human rights, cyberpolitics, women and technology, and youth online.

The program is designed to fit around you, to best take advantage of your owns skills and interests, as well as the skills youd like to develop further. A weekly or monthly agenda is agreed depending on your and the NGO needs, and your progress is evaluated at weekly mentoring and coaching sessions.

Key activities;
 Digital marketing Social media outreach Design +amp; promotion of campaigns Research Actively participating in strategy designs Art curation Blogging and Podcasting Mapping art +amp; technology network in Argentina Interviews 

Some Previous Projects

TecnoCuentos contest. Edition 2019.

TecnoCuentos invited anyone interested in technology to present a literary work that has something to say about the challenges, dilemmas, enigmas and provocations that technology presents. Regardless of the type of technology chosen as the protagonist of the story, we are interested in knowing new perspectives on the technological universe, its spaces of power, its relationships and the invisible world that they propose. You can submit a poem, a story, or texts in a free format.

ArtExhibition Technology glances Virtual tour

Interested inartand its social function in this virtualized world? We invite you to the Technology glances Expo Virtual Tour where you will find the works of those who presented their conception and artistic approach on contemporary issues related to privacy, algorithms, truth, politics and techno-dependence.

Workshops on digital rights, digital culture and internet freedom (February 2018)

On the 7th and 9th of February, we gave different workshops at Espacio PlaArtGallery

Please note: all information above is subject to change. Please check the most up to date information on the Global Nomadic website when applying.
 

 

          직급
        

          신입
        




          업계
        


              광고·마케팅
            

              비영리 단체 운영
            

              병원·의료
            




        고용형태
      

        자원봉사
      





          직종
        


              예술·창작
            

              디자인"
